Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,списание средств,2288.75,безналичный,Могилев,БелАгропромбанк-QIBF-563,29-03-2017,04:24:19,недостаточно средств,нет,0.0
физ. лицо,списание средств,4482.63,безналичный,Минск,Приорбанк-DBXJ-088,27-04-2006,23:06:39,недостаточно средств,нет,0.0
физ. лицо,списание средств,2645.75,наличный,Минск,Беларусбанк-FEKO-465,14-10-2022,15:52:11,недостаточно средств,нет,0.0
физ. лицо,списание средств,3522.92,безналичный,Минск,МаксБанк-HSOK-042,20-05-2018,19:28:04,недостаточно средств,да,341.71
физ. лицо,списание средств,3650.43,безналичный,Гродно,БелАгропромбанк-SHHJ-011,29-05-2008,00:10:14,недостаточно средств,нет,0.0
юр. лицо,списание средств,2786.82,наличный,Брест,Беларусбанк-WQPQ-968,24-12-2023,21:47:54,недостаточно средств,да,92.31
юр. лицо,списание средств,2406.67,наличный,Брест,МаксБанк-JSDN-053,02-06-2022,19:07:40,недостаточно средств,да,60.79
юр. лицо,списание средств,3827.83,наличный,Брест,БелАгропромбанк-XZXC-833,26-06-2004,20:04:46,недостаточно средств,нет,0.0
юр. лицо,списание средств,1708.79,безналичный,Брест,Белинвестбанк-POQD-485,23-04-2007,16:37:24,недостаточно средств,нет,0.0
физ. лицо,списание средств,1807.03,безналичный,Витебск,МаксБанк-OVZU-941,22-09-2017,04:56:42,недостаточно средств,да,158.14
юр. лицо,списание средств,1982.41,безналичный,Могилев,БелАгропромбанк-USBG-439,12-08-2011,23:50:31,недостаточно средств,да,114.48
юр. лицо,списание средств,4480.79,наличный,Гродно,Приорбанк-MXHJ-623,28-02-2012,22:15:42,недостаточно средств,нет,0.0
физ. лицо,списание средств,1849.37,наличный,Гомель,МаксБанк-EYSV-763,20-11-2020,12:30:05,недостаточно средств,да,93.2
юр. лицо,списание средств,1697.8,наличный,Гомель,БелАгропромбанк-ISVN-865,12-12-2005,04:04:49,недостаточно средств,нет,0.0
юр. лицо,списание средств,1548.39,безналичный,Могилев,БелАгропромбанк-VWLK-793,03-08-2021,18:14:18,недостаточно средств,да,15.93
физ. лицо,списание средств,1645.65,наличный,Гродно,БелАгропромбанк-XJYQ-799,06-12-2005,00:30:21,недостаточно средств,да,27.88
физ. лицо,списание средств,261.97,наличный,Могилев,Приорбанк-FIWG-559,22-01-2011,05:18:06,недостаточно средств,да,13.28
юр. лицо,списание средств,1260.03,наличный,Брест,БелАгропромбанк-UCZY-100,10-08-2000,09:20:41,недостаточно средств,нет,0.0
юр. лицо,списание средств,3106.79,наличный,Гродно,Беларусбанк-OROV-066,02-03-2010,23:44:25,недостаточно средств,да,130.15
юр. лицо,списание средств,3089.11,наличный,Минск,Беларусбанк-BILM-607,13-11-2013,05:31:55,недостаточно средств,да,140.47
юр. лицо,списание средств,2217.23,безналичный,Гродно,МаксБанк-XZIW-386,08-06-2005,23:28:57,недостаточно средств,нет,0.0
юр. лицо,списание средств,2462.64,безналичный,Могилев,МаксБанк-KMSM-153,27-02-2005,23:39:04,недостаточно средств,нет,0.0
юр. лицо,списание средств,279.73,наличный,Минск,Приорбанк-XKGR-838,01-10-2004,09:57:42,недостаточно средств,да,4.58
юр. лицо,списание средств,2520.28,безналичный,Брест,Белинвестбанк-HIPX-078,28-08-2022,22:48:00,недостаточно средств,нет,0.0
юр. лицо,списание средств,3977.23,наличный,Гродно,МаксБанк-MFFN-852,13-08-2024,02:18:20,недостаточно средств,да,380.41
юр. лицо,списание средств,2676.41,наличный,Витебск,Беларусбанк-KXEN-742,01-09-2005,23:51:52,недостаточно средств,да,196.36
юр. лицо,списание средств,1898.17,безналичный,Минск,БелАгропромбанк-TWYH-694,03-08-2004,00:41:35,недостаточно средств,нет,0.0
юр. лицо,списание средств,815.32,безналичный,Минск,Приорбанк-MMOE-040,15-03-2019,10:31:52,недостаточно средств,да,46.78
физ. лицо,списание средств,3905.19,наличный,Гродно,МаксБанк-ODKL-435,11-07-2022,21:45:12,недостаточно средств,да,81.43
физ. лицо,списание средств,499.44,наличный,Гродно,Беларусбанк-DQVS-390,13-11-2017,19:54:44,недостаточно средств,нет,0.0
юр. лицо,списание средств,1010.64,наличный,Гродно,БелАгропромбанк-OISY-606,02-07-2005,16:08:35,недостаточно средств,нет,0.0
юр. лицо,списание средств,554.83,безналичный,Могилев,БелАгропромбанк-EYWO-941,09-04-2002,06:27:05,недостаточно средств,нет,0.0
