Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
юр. лицо,списание средств,654.53,безналичный,Минск,МаксБанк-NZHP-742,17-07-2007,07:47:35,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2568.88,безналичный,Гродно,МаксБанк-JKCY-163,26-12-2017,07:41:08,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,592.17,наличный,Брест,Беларусбанк-YJVY-863,29-08-2002,05:22:33,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2516.53,безналичный,Минск,Приорбанк-MLNJ-710,06-01-2009,21:08:09,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3666.23,наличный,Брест,Приорбанк-KFHL-195,22-01-2012,07:24:48,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2762.0,безналичный,Могилев,БелАгропромбанк-YAPL-209,17-03-2002,21:35:27,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,652.93,безналичный,Брест,БелАгропромбанк-DJAQ-585,26-06-2024,05:49:33,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,697.77,безналичный,Витебск,Приорбанк-FCVJ-269,01-11-2001,18:20:27,неправильный ввод пин-кода,да,62.53
юр. лицо,списание средств,3260.0,наличный,Могилев,Белинвестбанк-GTKQ-541,27-07-2011,18:30:58,неправильный ввод пин-кода,да,262.6
физ. лицо,списание средств,2318.37,безналичный,Могилев,Белинвестбанк-YFKV-732,25-12-2020,08:00:54,неправильный ввод пин-кода,да,155.13
физ. лицо,списание средств,3968.32,наличный,Витебск,МаксБанк-DAKX-146,10-05-2021,18:54:30,неправильный ввод пин-кода,да,113.19
физ. лицо,списание средств,3627.59,наличный,Гродно,БелАгропромбанк-OWOH-988,02-11-2024,01:05:46,неправильный ввод пин-кода,да,350.95
физ. лицо,списание средств,3703.71,безналичный,Брест,БелАгропромбанк-KZFX-551,16-09-2004,03:15:02,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2863.4,безналичный,Брест,Белинвестбанк-JSGC-778,29-05-2018,11:18:36,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2568.23,безналичный,Минск,Беларусбанк-ODIA-379,16-12-2021,02:18:11,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4282.61,наличный,Минск,Белинвестбанк-IMVK-271,01-12-2019,20:22:33,неправильный ввод пин-кода,да,118.08
физ. лицо,списание средств,1504.42,безналичный,Гомель,Приорбанк-CEBU-711,15-01-2002,22:27:16,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2566.43,безналичный,Минск,Белинвестбанк-ITZF-176,22-05-2019,14:01:24,неправильный ввод пин-кода,да,75.56
юр. лицо,списание средств,3233.15,наличный,Витебск,Белинвестбанк-RYCQ-367,14-04-2010,03:37:55,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2383.03,безналичный,Гродно,Приорбанк-UHFB-830,23-04-2021,05:19:06,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,593.76,безналичный,Брест,Беларусбанк-CSWU-683,04-10-2015,15:13:41,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1342.33,безналичный,Гомель,БелАгропромбанк-VQWO-896,24-12-2011,19:35:34,неправильный ввод пин-кода,да,20.57
юр. лицо,списание средств,150.82,безналичный,Минск,Приорбанк-DDGS-495,22-02-2018,05:27:38,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2744.28,наличный,Витебск,БелАгропромбанк-KHTZ-924,04-09-2002,00:06:32,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,791.54,безналичный,Гродно,БелАгропромбанк-ZKJO-185,13-05-2002,02:28:01,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1099.88,безналичный,Минск,БелАгропромбанк-WNJI-974,08-12-2014,15:07:46,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4979.23,безналичный,Могилев,БелАгропромбанк-XFNI-062,07-01-2007,01:51:01,неправильный ввод пин-кода,да,195.96
физ. лицо,списание средств,959.93,наличный,Минск,МаксБанк-YOPJ-144,28-09-2012,03:47:47,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4855.41,безналичный,Гродно,Беларусбанк-MRXF-100,18-08-2000,15:58:49,неправильный ввод пин-кода,да,324.15
физ. лицо,списание средств,1696.52,безналичный,Минск,Приорбанк-AAPA-665,19-02-2024,14:47:32,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4959.36,наличный,Могилев,БелАгропромбанк-HKYC-900,22-10-2016,21:14:17,неправильный ввод пин-кода,да,438.94
физ. лицо,списание средств,1350.29,наличный,Витебск,Белинвестбанк-KJAY-430,13-02-2017,14:21:41,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2660.62,наличный,Витебск,Беларусбанк-FFTJ-205,13-02-2012,15:11:12,неправильный ввод пин-кода,да,159.3
физ. лицо,списание средств,2733.75,безналичный,Гомель,МаксБанк-WUNC-196,11-09-2015,10:07:12,неправильный ввод пин-кода,да,71.89
